climate,date,max_temp,min_temp,site,wind
多云转雷阵雨,2012年7月28日,27℃,35℃,济宁,微风
多云转雷阵雨,2012年7月29日,26℃,33℃,济宁,南风小于3级
雷阵雨,2012年7月30日,27℃,34℃,济宁,东南风转南风小于3级
多云,2012年7月31日,27℃,33℃,济宁,东北风小于3级
多云,2012年8月1日,24℃,31℃,济宁,微风
阵雨转中到大雨,2012年8月2日,23℃,28℃,济宁,东北风3-4级
阵雨转多云,2012年8月3日,24℃,30℃,济宁,微风
阴转多云,2012年8月4日,24℃,30℃,济宁,东北风小于3级
多云,2012年8月5日,25℃,33℃,济宁,东风转东南风小于3级
多云,2012年8月6日,24℃,33℃,济宁,东北风小于3级
多云,2012年8月7日,24℃,33℃,济宁,东北风小于3级
多云转阴,2012年8月8日,24℃,32℃,济宁,微风
阵雨,2012年8月9日,24℃,31℃,济宁,微风
多云,2012年8月10日,24℃,33℃,济宁,东风小于3级
多云转阴,2012年8月11日,23℃,31℃,济宁,东南风转东风小于3级
多云,2012年8月12日,24℃,31℃,济宁,北风小于3级
阵雨转多云,2012年8月13日,28℃,23℃,济宁,东风小于3级
阵雨转多云,2012年8月14日,19℃,27℃,济宁,微风
多云,2012年8月15日,20℃,30℃,济宁,微风
多云,2012年8月16日,21℃,30℃,济宁,东南风小于3级
多云转阵雨,2012年8月17日,23℃,28℃,济宁,南风转西南风小于3级
小到中雨转多云,2012年8月18日,23℃,29℃,济宁,南风转北风小于3级
多云转大到暴雨,2012年8月19日,23℃,28℃,济宁,东北风小于3级转3-4级
中雨转多云,2012年8月20日,21℃,27℃,济宁,北风小于3级转3-4级
多云转晴,2012年8月21日,18℃,27℃,济宁,微风
晴,2012年8月22日,17℃,27℃,济宁,东北风小于3级
多云,2012年8月23日,17℃,28℃,济宁,东风转东北风小于3级
晴转多云,2012年8月24日,17℃,29℃,济宁,东北风小于3级
阵雨转小到中雨,2012年8月25日,21℃,26℃,济宁,微风
小雨转阵雨,2012年8月26日,22℃,28℃,济宁,微风
阴转多云,2012年8月27日,22℃,29℃,济宁,微风
晴,2012年8月28日,22℃,32℃,济宁,北风小于3级
晴,2012年8月29日,23℃,32℃,济宁,东南风小于3级
晴转多云,2012年8月30日,23℃,31℃,济宁,东南风小于3级
多云转阴,2012年8月31日,24℃,30℃,济宁,微风
多云转中雨,2012年9月1日,23℃,27℃,济宁,南风转北风小于3级
阵雨转多云,2012年9月2日,21℃,26℃,济宁,微风
晴,2012年9月3日,16℃,27℃,济宁,北风3-4级
晴转多云,2012年9月4日,16℃,27℃,济宁,东风转东南风小于3级
晴转多云,2012年9月5日,16℃,28℃,济宁,南风小于3级
多云转阵雨,2012年9月6日,19℃,27℃,济宁,微风
多云转小雨,2012年9月7日,18℃,25℃,济宁,微风
多云转晴,2012年9月8日,18℃,28℃,济宁,微风
晴转多云,2012年9月9日,18℃,27℃,济宁,南风小于3级
多云转阵雨,2012年9月10日,20℃,26℃,济宁,南风小于3级
阴转多云,2012年9月11日,17℃,25℃,济宁,微风
多云,2012年9月12日,16℃,25℃,济宁,北风小于3级
晴,2012年9月13日,13℃,26℃,济宁,微风
晴,2012年9月14日,13℃,26℃,济宁,东北风小于3级
晴,2012年9月15日,14℃,27℃,济宁,微风
晴,2012年9月16日,14℃,27℃,济宁,北风小于3级
晴,2012年9月17日,15℃,28℃,济宁,西北风小于3级
多云转阵雨,2012年9月18日,17℃,28℃,济宁,南风小于3级
阴转多云,2012年9月19日,18℃,28℃,济宁,微风
晴转多云,2012年9月20日,16℃,27℃,济宁,东南风小于3级
多云转阴,2012年9月21日,18℃,26℃,济宁,南风小于3级
阴转多云,2012年9月22日,16℃,27℃,济宁,微风
晴,2012年9月23日,17℃,28℃,济宁,微风
晴转多云,2012年9月24日,18℃,27℃,济宁,微风
多云转阴,2012年9月25日,18℃,26℃,济宁,南风小于3级
阴,2012年9月26日,19℃,26℃,济宁,南风转西风小于3级
多云转晴,2012年9月27日,14℃,23℃,济宁,北风3-4级
晴,2012年9月28日,11℃,23℃,济宁,微风
晴,2012年9月29日,10℃,26℃,济宁,西北风小于3级
晴,2012年9月30日,11℃,26℃,济宁,微风
阴,,28℃,21℃,济宁,东南风 1级
晴,2012年10月1日,12℃,27℃,济宁,南风小于3级
晴,2012年10月2日,13℃,27℃,济宁,南风小于3级
多云转晴,2012年10月3日,16℃,26℃,济宁,微风
多云转阴,2012年10月4日,15℃,25℃,济宁,北风小于3级
多云转晴,2012年10月5日,12℃,26℃,济宁,北风小于3级
晴,2012年10月6日,13℃,25℃,济宁,北风转南风小于3级
多云,2012年10月7日,15℃,24℃,济宁,微风
多云,2012年10月8日,16℃,25℃,济宁,南风转北风小于3级
多云转晴,2012年10月9日,13℃,23℃,济宁,北风3-4级转小于3级
晴,2012年10月10日,10℃,24℃,济宁,微风
晴转多云,2012年10月11日,12℃,26℃,济宁,南风小于3级
多云,2012年10月12日,16℃,24℃,济宁,微风
多云,2012年10月13日,13℃,23℃,济宁,北风小于3级
多云,2012年10月14日,15℃,24℃,济宁,东南风小于3级
多云转小雨,2012年10月15日,14℃,20℃,济宁,微风
多云转晴,2012年10月16日,7℃,18℃,济宁,西北风3-4级
晴,2012年10月17日,6℃,21℃,济宁,微风
多云,2012年10月18日,13℃,22℃,济宁,微风
多云,2012年10月19日,15℃,24℃,济宁,微风
多云转小雨,2012年10月20日,12℃,22℃,济宁,微风
小雨转多云,2012年10月21日,11℃,20℃,济宁,南风转北风3-4级
晴,2012年10月22日,7℃,21℃,济宁,微风
多云,2012年10月23日,11℃,23℃,济宁,微风
晴,2012年10月24日,14℃,23℃,济宁,微风
阴,2012年10月25日,11℃,20℃,济宁,微风
阴转多云,2012年10月26日,11℃,23℃,济宁,北风小于3级
晴转多云,2012年10月27日,11℃,21℃,济宁,北风转东风小于3级
多云转阵雨,2012年10月28日,10℃,19℃,济宁,微风
多云转晴,2012年10月29日,7℃,16℃,济宁,微风
晴,2012年10月30日,5℃,15℃,济宁,微风
晴,2012年10月31日,5℃,17℃,济宁,南风小于3级
多云转晴,2012年11月1日,7℃,18℃,济宁,微风
多云转小雨,2012年11月2日,10℃,15℃,济宁,南风3-4级转西北风4-5级
小雨转多云,2012年11月3日,4℃,11℃,济宁,西北风小于3级
多云,2012年11月4日,1℃,10℃,济宁,北风3-4级
晴,2012年11月5日,3℃,15℃,济宁,北风转南风小于3级
晴,2012年11月6日,5℃,17℃,济宁,南风小于3级
晴转多云,2012年11月7日,7℃,16℃,济宁,南风转北风小于3级
多云转阴,2012年11月8日,7℃,15℃,济宁,微风
小到中雨,2012年11月9日,9℃,12℃,济宁,东风小于3级转西北风3-4级
阴转晴,2012年11月10日,4℃,11℃,济宁,西北风3-4级
晴,2012年11月11日,1℃,11℃,济宁,北风小于3级
晴,2012年11月12日,1℃,12℃,济宁,微风
晴,2012年11月13日,1℃,11℃,济宁,北风小于3级
晴转多云,2012年11月14日,0℃,11℃,济宁,北风转南风小于3级
阵雨转多云,2012年11月15日,4℃,12℃,济宁,南风转北风小于3级
多云转晴,2012年11月16日,1℃,13℃,济宁,微风
晴转多云,2012年11月17日,3℃,15℃,济宁,微风
晴,2012年11月18日,4℃,11℃,济宁,西北风转东北风小于3级
晴,2012年11月19日,2℃,11℃,济宁,微风
多云,2012年11月20日,4℃,13℃,济宁,南风小于3级
多云转阴,2012年11月21日,5℃,12℃,济宁,南风小于3级转北风4-5级
阴转晴,2012年11月22日,2℃,8℃,济宁,西北风3-4级
多云,2012年11月23日,-1℃,10℃,济宁,北风转南风小于3级
小雨,2012年11月24日,2℃,6℃,济宁,南风转北风小于3级
多云转晴,2012年11月25日,-2℃,7℃,济宁,北风转南风小于3级
晴转多云,2012年11月26日,1℃,12℃,济宁,西南风3-4级
晴,2012年11月27日,2℃,8℃,济宁,南风4-5级转北风3-4级
晴,2012年11月28日,2℃,9℃,济宁,东北风转东南风小于3级
多云,2012年11月29日,0℃,8℃,济宁,微风
多云,2012年11月30日,-1℃,5℃,济宁,北风转南风小于3级
阴,,28℃,21℃,济宁,东南风 1级
阴转多云,2012年12月1日,-1℃,8℃,济宁,南风小于3级
多云转晴,2012年12月2日,1℃,7℃,济宁,南风小于3级转北风3-4级
晴,2012年12月3日,-2℃,8℃,济宁,北风转西南风小于3级
多云转晴,2012年12月4日,-1℃,5℃,济宁,微风
晴,2012年12月5日,-5℃,6℃,济宁,北风转南风小于3级
多云转晴,2012年12月6日,-3℃,5℃,济宁,南风小于3级转北风3-4级
晴,2012年12月7日,-5℃,3℃,济宁,微风
晴,2012年12月8日,-5℃,5℃,济宁,北风小于3级
晴,2012年12月9日,-5℃,5℃,济宁,北风小于3级
晴,2012年12月10日,-5℃,6℃,济宁,北风转南风小于3级
晴,2012年12月11日,-5℃,6℃,济宁,北风转南风小于3级
多云转雨夹雪,2012年12月12日,-1℃,3℃,济宁,西北风转东北风小于3级
雨夹雪转多云,2012年12月13日,1℃,4℃,济宁,东北风小于3级
雾转多云,2012年12月14日,1℃,4℃,济宁,北风3-4级
阴转雨夹雪,2012年12月15日,1℃,5℃,济宁,北风小于3级
阴转多云,2012年12月16日,0℃,4℃,济宁,北风小于3级转3-4级
多云转晴,2012年12月17日,-5℃,1℃,济宁,微风
晴,2012年12月18日,-5℃,3℃,济宁,北风转南风小于3级
多云转小雪,2012年12月19日,-2℃,2℃,济宁,东南风转东风小于3级
中雪转多云,2012年12月20日,-2℃,2℃,济宁,北风小于3级转3-4级
阴转多云,2012年12月21日,-4℃,1℃,济宁,北风小于3级转3-4级
多云转晴,2012年12月22日,-9℃,-1℃,济宁,微风
晴,2012年12月23日,-9℃,0℃,济宁,北风转南风小于3级
晴,2012年12月24日,-7℃,-1℃,济宁,南风转北风小于3级
晴转多云,2012年12月25日,-8℃,-1℃,济宁,微风
多云转阵雪,2012年12月26日,-7℃,-1℃,济宁,东风小于3级
小雪,2012年12月27日,-2℃,2℃,济宁,东南风转北风小于3级
小雪转阴,2012年12月28日,-3℃,1℃,济宁,南风小于3级转北风3-4级
多云转晴,2012年12月29日,-9℃,-2℃,济宁,北风3-4级
晴,2012年12月30日,-7℃,2℃,济宁,微风
晴转多云,2012年12月31日,-6℃,1℃,济宁,微风
晴,2013年1月1日,-8℃,-3℃,济宁,北风小于3级转3-4级
晴,2013年1月2日,-11℃,-4℃,济宁,北风小于3级
晴,2013年1月3日,-11℃,-3℃,济宁,北风转南风小于3级
晴,2013年1月4日,-9℃,0℃,济宁,南风转北风小于3级
晴,2013年1月5日,-8℃,3℃,济宁,南风小于3级
多云转晴,2013年1月6日,-4℃,3℃,济宁,微风
多云转晴,2013年1月7日,-4℃,2℃,济宁,南风转北风小于3级
多云转晴,2013年1月8日,-7℃,0℃,济宁,北风小于3级
晴转多云,2013年1月9日,-4℃,3℃,济宁,南风小于3级
多云转晴,2013年1月11日,-3℃,7℃,济宁,北风转南风小于3级
晴转多云,2013年1月10日,-3℃,4℃,济宁,微风
多云转晴,2013年1月12日,-4℃,6℃,济宁,南风转北风小于3级
晴,2013年1月13日,-2℃,4℃,济宁,微风
雾转多云,2013年1月14日,-3℃,3℃,济宁,南风小于3级
多云转晴,2013年1月15日,-3℃,2℃,济宁,南风小于3级转北风3-4级
多云转晴,2013年1月16日,-4℃,2℃,济宁,北风小于3级
晴,2013年1月17日,-4℃,5℃,济宁,南风小于3级
晴转多云,2013年1月18日,-3℃,5℃,济宁,南风转东风小于3级
雨夹雪,2013年1月19日,0℃,3℃,济宁,微风
雾转多云,2013年1月20日,-1℃,3℃,济宁,东北风小于3级
阴转多云,2013年1月21日,-3℃,3℃,济宁,北风小于3级
多云转晴,2013年1月22日,-3℃,7℃,济宁,南风小于3级
多云转晴,2013年1月23日,-3℃,4℃,济宁,南风小于3级转北风3-4级
晴转多云,2013年1月24日,-4℃,6℃,济宁,南风转北风小于3级
晴转多云,2013年1月25日,-1℃,6℃,济宁,微风
多云转晴,2013年1月26日,-4℃,6℃,济宁,北风转南风小于3级
多云转晴,2013年1月27日,-1℃,8℃,济宁,南风小于3级
多云,2013年1月28日,0℃,7℃,济宁,南风小于3级
多云转阴,2013年1月29日,1℃,7℃,济宁,南风小于3级转3-4级
小雨转小到中雨,2013年1月30日,2℃,4℃,济宁,东南风转北风小于3级
阴转多云,2013年1月31日,1℃,5℃,济宁,北风小于3级
晴,2013年2月1日,-1℃,6℃,济宁,微风
多云转小到中雨,2013年2月2日,2℃,4℃,济宁,南风转北风小于3级
雨夹雪,2013年2月4日,-2℃,2℃,济宁,北风小于3级
小雨转多云,2013年2月3日,0℃,3℃,济宁,北风小于3级转3-4级
阴转多云,2013年2月5日,-3℃,3℃,济宁,北风小于3级转3-4级
多云,2013年2月6日,-5℃,0℃,济宁,东北风3-4级
多云转晴,2013年2月7日,-7℃,-1℃,济宁,北风转南风小于3级
多云转晴,2013年2月8日,-7℃,4℃,济宁,南风小于3级
晴,2013年2月9日,-3℃,5℃,济宁,微风
多云转阴,2013年2月10日,-2℃,3℃,济宁,东风小于3级
阴转多云,2013年2月11日,-2℃,5℃,济宁,南风小于3级
晴,2013年2月12日,-2℃,8℃,济宁,北风转南风小于3级
多云,2013年2月13日,0℃,6℃,济宁,微风
多云,2013年2月14日,-1℃,7℃,济宁,北风转东南风小于3级
多云,2013年2月15日,0℃,7℃,济宁,微风
多云转小雪,2013年2月17日,-1℃,5℃,济宁,东北风3-4级
多云转阴,2013年2月16日,0℃,7℃,济宁,南风转北风小于3级
阴转多云,2013年2月18日,-2℃,4℃,济宁,北风转南风小于3级
多云转晴,2013年2月19日,0℃,7℃,济宁,微风
多云,2013年2月20日,0℃,9℃,济宁,南风小于3级
多云转晴,2013年2月21日,1℃,10℃,济宁,南风转北风3-4级
晴,2013年2月22日,0℃,13℃,济宁,北风转南风小于3级
晴转多云,2013年2月23日,2℃,13℃,济宁,南风小于3级
多云,2013年2月24日,4℃,12℃,济宁,东风转东北风小于3级
多云,2013年2月25日,3℃,14℃,济宁,微风
多云,2013年2月26日,2℃,14℃,济宁,南风小于3级
雾转阴,2013年2月27日,2℃,12℃,济宁,南风小于3级转北风3-4级
多云转晴,2013年2月28日,0℃,6℃,济宁,北风3-4级
阴,,28℃,21℃,济宁,东南风 1级
阴,,28℃,21℃,济宁,东南风 1级
阴,,28℃,21℃,济宁,东南风 1级
晴,2013年3月1日,-3℃,8℃,济宁,北风转南风小于3级
晴转多云,2013年3月2日,-1℃,14℃,济宁,微风
晴,2013年3月3日,4℃,16℃,济宁,微风
晴,2013年3月4日,5℃,21℃,济宁,西南风小于3级转3-4级
晴,2013年3月5日,9℃,21℃,济宁,西南风小于3级
多云转晴,2013年3月6日,9℃,22℃,济宁,北风小于3级转南风3-4级
多云转晴,2013年3月7日,10℃,26℃,济宁,南风3-4级
晴,2013年3月8日,13℃,26℃,济宁,微风
晴,2013年3月9日,3℃,13℃,济宁,北风4-5级转3-4级
晴转多云,2013年3月10日,3℃,13℃,济宁,南风小于3级
小雨,2013年3月11日,6℃,10℃,济宁,南风小于3级转北风3-4级
阴转多云,2013年3月12日,3℃,10℃,济宁,北风3-4级
晴,2013年3月13日,-1℃,11℃,济宁,微风
晴,2013年3月14日,4℃,16℃,济宁,南风小于3级
晴转多云,2013年3月15日,6℃,17℃,济宁,南风小于3级
阴转多云,2013年3月16日,9℃,17℃,济宁,南风小于3级
多云转晴,2013年3月17日,9℃,19℃,济宁,微风
多云,2013年3月18日,7℃,20℃,济宁,东北风3-4级转小于3级
阴转多云,2013年3月19日,4℃,12℃,济宁,北风3-4级转南风小于3级
晴,2013年3月20日,1℃,16℃,济宁,北风转南风小于3级
晴转多云,2013年3月21日,7℃,11℃,济宁,东南风转东北风3-4级
晴转多云,2013年3月22日,5℃,18℃,济宁,东北风转南风3-4级
晴转多云,2013年3月23日,3℃,12℃,济宁,南风转北风3-4级
晴,2013年3月24日,2℃,13℃,济宁,东风小于3级转东南风3-4级
阴转多云,2013年3月25日,5℃,12℃,济宁,南风3-4级
多云,2013年3月26日,7℃,20℃,济宁,南风4-5级转3-4级
多云,2013年3月27日,8℃,15℃,济宁,南风转北风3-4级
多云,2013年3月28日,6℃,14℃,济宁,微风
阴,2013年3月29日,7℃,11℃,济宁,微风转东南风4-5级
阴转多云,2013年3月30日,5℃,19℃,济宁,南风3-4级
多云转阴,2013年3月31日,9℃,16℃,济宁,南风转北风3-4级
多云转晴,2013年4月1日,5℃,18℃,济宁,东北风3-4级转南风小于3级
晴,2013年4月2日,9℃,20℃,济宁,微风
晴转多云,2013年4月3日,9℃,20℃,济宁,东南风转南风3-4级
多云转小雨,2013年4月4日,10℃,17℃,济宁,南风转北风3-4级
晴转多云,2013年4月6日,4℃,19℃,济宁,微风
阴转多云,2013年4月5日,4℃,13℃,济宁,北风4-5级转3-4级
晴转多云,2013年4月7日,9℃,16℃,济宁,西南风3-4级转北风小于3级
多云转晴,2013年4月8日,4℃,13℃,济宁,北风3-4级
晴转多云,2013年4月9日,4℃,14℃,济宁,西南风3-4级
晴,2013年4月10日,5℃,17℃,济宁,西北风转西南风3-4级
晴,2013年4月11日,8℃,23℃,济宁,北风转南风3-4级
多云转晴,2013年4月13日,10℃,23℃,济宁,北风转南风3-4级
晴,2013年4月12日,12℃,28℃,济宁,南风3-4级
晴转多云,2013年4月14日,15℃,31℃,济宁,南风3-4级
晴,2013年4月15日,15℃,24℃,济宁,南风转北风3-4级
晴,2013年4月16日,10℃,23℃,济宁,北风3-4级转东南风小于3级
多云转晴,2013年4月17日,10℃,15℃,济宁,南风小于3级转北风3-4级
多云转阵雨,2013年4月18日,5℃,12℃,济宁,东北风3-4级
小雨转多云,2013年4月19日,3℃,10℃,济宁,北风3-4级
阴转多云,2013年4月20日,4℃,17℃,济宁,微风
晴转小雨,2013年4月21日,7℃,18℃,济宁,南风小于3级
阵雨转多云,2013年4月22日,9℃,19℃,济宁,南风小于3级转3-4级
多云转晴,2013年4月23日,11℃,24℃,济宁,南风转北风小于3级
晴,2013年4月24日,11℃,23℃,济宁,北风3-4级
晴,2013年4月25日,11℃,28℃,济宁,北风转南风3-4级
晴,2013年4月26日,16℃,29℃,济宁,西南风3-4级
晴转多云,2013年4月27日,17℃,29℃,济宁,南风小于3级
阴转多云,2013年4月28日,16℃,25℃,济宁,北风3-4级
晴,2013年4月29日,13℃,27℃,济宁,微风
晴,2013年4月30日,12℃,27℃,济宁,北风转东南风小于3级
阴,,28℃,21℃,济宁,东南风 1级
晴,2013年5月1日,14℃,26℃,济宁,南风3-4级
多云,2013年5月2日,13℃,25℃,济宁,南风转北风小于3级
多云,2013年5月3日,13℃,26℃,济宁,东北风转东南风小于3级
晴,2013年5月4日,15℃,27℃,济宁,东南风3-4级
晴,2013年5月5日,17℃,27℃,济宁,微风
多云,2013年5月6日,17℃,25℃,济宁,南风小于3级
阵雨,2013年5月7日,15℃,22℃,济宁,南风小于3级
小雨转多云,2013年5月8日,13℃,24℃,济宁,南风转北风小于3级
多云转晴,2013年5月9日,13℃,27℃,济宁,北风小于3级
晴,2013年5月10日,15℃,31℃,济宁,西南风3-4级
晴,2013年5月11日,19℃,33℃,济宁,微风
晴,2013年5月12日,22℃,34℃,济宁,西南风3-4级
晴转多云,2013年5月13日,20℃,31℃,济宁,南风转北风3-4级
晴,2013年5月14日,19℃,30℃,济宁,东北风小于3级转东风3-4级
多云转晴,2013年5月15日,17℃,28℃,济宁,东风3-4级
多云,2013年5月16日,16℃,25℃,济宁,东风小于3级
小到中雨转小雨,2013年5月17日,18℃,22℃,济宁,东风小于3级
晴,2013年5月18日,15℃,31℃,济宁,北风转西南风小于3级
晴,2013年5月19日,15℃,29℃,济宁,东北风转南风3-4级
晴转多云,2013年5月20日,19℃,35℃,济宁,南风3-4级
晴转多云,2013年5月21日,22℃,32℃,济宁,南风3-4级
晴转多云,2013年5月22日,24℃,33℃,济宁,微风
晴,2013年5月23日,22℃,31℃,济宁,微风
多云转雷阵雨,2013年5月24日,21℃,30℃,济宁,南风小于3级
雷阵雨转大雨,2013年5月25日,19℃,24℃,济宁,北风小于3级转东北风3-4级
小雨转多云,2013年5月26日,17℃,24℃,济宁,北风3-4级
多云,2013年5月27日,16℃,28℃,济宁,北风转南风小于3级
阵雨转多云,2013年5月28日,18℃,26℃,济宁,微风
多云,2013年5月29日,16℃,27℃,济宁,西南风小于3级
多云,2013年5月30日,16℃,25℃,济宁,南风小于3级
阴转多云,2013年5月31日,17℃,28℃,济宁,南风小于3级
晴,2013年6月1日,20℃,31℃,济宁,东南风小于3级
晴转多云,2013年6月2日,21℃,32℃,济宁,西南风3-4级
晴,2013年6月3日,22℃,32℃,济宁,南风3-4级
晴,2013年6月4日,24℃,33℃,济宁,微风
多云,2013年6月5日,23℃,32℃,济宁,东南风小于3级
多云,2013年6月6日,23℃,30℃,济宁,南风小于3级
多云,2013年6月7日,22℃,29℃,济宁,微风
多云,2013年6月8日,20℃,28℃,济宁,东南风小于3级
多云转雷阵雨,2013年6月9日,19℃,25℃,济宁,东北风3-4级
小雨转阵雨,2013年6月10日,16℃,24℃,济宁,北风小于3级
晴,2013年6月11日,16℃,30℃,济宁,北风转南风小于3级
晴,2013年6月12日,20℃,32℃,济宁,微风
晴,2013年6月13日,21℃,31℃,济宁,南风3-4级
晴,2013年6月14日,21℃,32℃,济宁,南风小于3级
晴转多云,2013年6月15日,23℃,33℃,济宁,南风小于3级
多云转雷阵雨,2013年6月16日,26℃,35℃,济宁,南风小于3级
雷阵雨转多云,2013年6月17日,25℃,33℃,济宁,微风
阴转多云,2013年6月18日,24℃,31℃,济宁,东北风小于3级
晴,2013年6月19日,22℃,34℃,济宁,微风
多云,2013年6月20日,24℃,32℃,济宁,东风小于3级
多云转阴,2013年6月21日,25℃,31℃,济宁,东北风小于3级
阴转多云,2013年6月22日,24℃,31℃,济宁,东风小于3级
多云,2013年6月23日,23℃,30℃,济宁,微风
多云,2013年6月24日,25℃,31℃,济宁,南风小于3级
晴转多云,2013年6月25日,23℃,34℃,济宁,南风小于3级
阴转多云,2013年6月26日,24℃,33℃,济宁,南风3-4级
晴,2013年6月27日,24℃,33℃,济宁,南风小于3级
晴,2013年6月28日,25℃,34℃,济宁,南风小于3级
多云,2013年6月29日,24℃,33℃,济宁,微风
多云转小雨,2013年6月30日,26℃,30℃,济宁,南风3-4级
阴,,28℃,21℃,济宁,东南风 1级
雷阵雨,2013年7月1日,26℃,31℃,济宁,南风3-4级
雷阵雨转多云,2013年7月2日,25℃,34℃,济宁,南风3-4级
雷阵雨转暴雨,2013年7月3日,25℃,29℃,济宁,南风3-4级
小雨转多云,2013年7月4日,22℃,33℃,济宁,南风3-4级
晴,2013年7月5日,25℃,34℃,济宁,微风
晴转多云,2013年7月6日,25℃,34℃,济宁,南风小于3级
多云,2013年7月7日,26℃,34℃,济宁,南风小于3级
多云转阴,2013年7月8日,27℃,34℃,济宁,南风小于3级
多云,2013年7月9日,26℃,35℃,济宁,南风小于3级
多云,2013年7月10日,28℃,35℃,济宁,南风转北风3-4级
多云,2013年7月11日,25℃,33℃,济宁,微风
雷阵雨,2013年7月12日,25℃,31℃,济宁,微风
多云转雷阵雨,2013年7月13日,25℃,32℃,济宁,东南风小于3级
多云转阵雨,2013年7月14日,26℃,31℃,济宁,南风3-4级
小到中雨转多云,2013年7月15日,25℃,32℃,济宁,微风
多云,2013年7月16日,25℃,34℃,济宁,微风
雷阵雨转中雨,2013年7月17日,25℃,30℃,济宁,南风小于3级
大雨转中雨,2013年7月18日,23℃,29℃,济宁,南风小于3级
中雨转阵雨,2013年7月19日,24℃,30℃,济宁,南风3-4级
阴转多云,2013年7月20日,24℃,31℃,济宁,南风小于3级
多云转雷阵雨,2013年7月21日,24℃,30℃,济宁,东南风小于3级
大雨转中雨,2013年7月22日,23℃,28℃,济宁,南风小于3级
多云转晴,2013年7月23日,22℃,34℃,济宁,微风
多云,2013年7月24日,25℃,34℃,济宁,微风
多云,2013年7月25日,27℃,34℃,济宁,南风小于3级
多云,2013年7月26日,27℃,34℃,济宁,微风
多云转雷阵雨,2013年7月27日,28℃,34℃,济宁,南风3-4级
多云转雷阵雨,2013年7月28日,27℃,33℃,济宁,南风小于3级
雷阵雨转阵雨,2013年7月29日,25℃,33℃,济宁,南风小于3级
晴转多云,2013年7月30日,26℃,35℃,济宁,南风小于3级
多云转中雨,2013年7月31日,26℃,34℃,济宁,微风
雷阵雨,2013年8月1日,25℃,31℃,济宁,南风小于3级
雷阵雨,2013年8月2日,25℃,31℃,济宁,南风小于3级
多云,2013年8月3日,25℃,34℃,济宁,微风
多云,2013年8月4日,33℃,26℃,济宁,南风小于3级
晴,2013年8月5日,26℃,35℃,济宁,南风小于3级
晴,2013年8月6日,28℃,35℃,济宁,南风小于3级
晴,2013年8月7日,27℃,35℃,济宁,南风小于3级
多云转阵雨,2013年8月8日,26℃,34℃,济宁,南风小于3级
雷阵雨转多云,2013年8月9日,26℃,36℃,济宁,微风
晴,2013年8月10日,27℃,36℃,济宁,南风3-4级
多云,2013年8月11日,28℃,36℃,济宁,南风小于3级
雷阵雨转多云,2013年8月12日,25℃,35℃,济宁,南风小于3级
晴,2013年8月13日,27℃,36℃,济宁,南风小于3级
晴,2013年8月14日,27℃,35℃,济宁,微风
晴,2013年8月15日,28℃,36℃,济宁,南风小于3级
晴,2013年8月16日,29℃,36℃,济宁,微风
雷阵雨转多云,2013年8月17日,27℃,34℃,济宁,南风转北风小于3级
晴,2013年8月18日,22℃,33℃,济宁,微风
晴,2013年8月19日,21℃,32℃,济宁,东北风小于3级
晴,2013年8月20日,22℃,33℃,济宁,东北风小于3级
晴,2013年8月21日,22℃,33℃,济宁,东北风小于3级
晴转多云,2013年8月22日,24℃,33℃,济宁,微风
阵雨转多云,2013年8月23日,24℃,32℃,济宁,东北风小于3级
多云转晴,2013年8月24日,24℃,32℃,济宁,东北风小于3级
晴,2013年8月25日,22℃,33℃,济宁,东南风小于3级
晴,2013年8月26日,22℃,33℃,济宁,东南风小于3级
多云转小雨,2013年8月27日,23℃,31℃,济宁,东南风转西南风小于3级
阵雨转多云,2013年8月28日,24℃,33℃,济宁,南风转北风小于3级
晴,2013年8月29日,19℃,26℃,济宁,北风3-4级
晴,2013年8月30日,16℃,28℃,济宁,微风
晴转多云,2013年8月31日,16℃,29℃,济宁,微风
晴,2013年9月1日,16℃,29℃,济宁,微风
多云转晴,2013年9月2日,18℃,30℃,济宁,南风小于3级
晴转多云,2013年9月3日,18℃,30℃,济宁,微风
多云转阴,2013年9月4日,20℃,27℃,济宁,微风
多云,2013年9月5日,18℃,28℃,济宁,南风小于3级
多云转阴,2013年9月6日,20℃,28℃,济宁,微风
多云转阴,2013年9月7日,20℃,28℃,济宁,微风
小雨,2013年9月8日,20℃,25℃,济宁,微风
阴转多云,2013年9月9日,19℃,30℃,济宁,微风
多云,2013年9月10日,20℃,29℃,济宁,南风小于3级
多云转阴,2013年9月11日,20℃,27℃,济宁,微风
多云转晴,2013年9月12日,19℃,29℃,济宁,微风
多云转晴,2013年9月13日,20℃,31℃,济宁,南风转北风小于3级
晴转多云,2013年9月14日,20℃,32℃,济宁,微风
多云转晴,2013年9月15日,21℃,31℃,济宁,微风
晴转多云,2013年9月16日,21℃,31℃,济宁,微风
晴转多云,2013年9月17日,21℃,31℃,济宁,微风
晴转多云,2013年9月18日,20℃,30℃,济宁,东风小于3级
多云转阴,2013年9月19日,22℃,30℃,济宁,微风
阴转多云,2013年9月20日,20℃,30℃,济宁,微风
多云转阴,2013年9月21日,20℃,29℃,济宁,东南风小于3级
阴转小雨,2013年9月22日,20℃,27℃,济宁,东北风小于3级
小到中雨,2013年9月23日,16℃,23℃,济宁,北风3-4级
多云转晴,2013年9月24日,10℃,24℃,济宁,北风小于3级
