date,climate,max_temp,min_temp,site,wind,week
2019-09-03,多云,30℃,19℃,济南,东南风 1级,星期二
2019-09-03,多云,29℃,19℃,济宁,东北风 2级,星期二
2019-09-03,晴,33℃,20℃,北京,西南风 1级,星期二
2019-09-03,多云,28℃,22℃,青岛,东北风 3级,星期二
2019-09-03,多云,31℃,18℃,菏泽,东北风 1级,星期二
2019-09-03,多云,27℃,22℃,威海,东北风 2级,星期二
2019-09-04,阴,28℃,20℃,滨州,东北风 1级,星期三
2019-09-04,阴,23℃,20℃,烟台,西南风 2级,星期三
2019-09-04,阴,27℃,21℃,威海,西南风 4级,星期三
2019-09-04,多云,30℃,18℃,菏泽,东南风 2级,星期三
2019-09-04,多云,30℃,19℃,济南,东南风 2级,星期三
2019-09-04,多云,28℃,19℃,临沂,西南风 1级,星期三
2019-09-04,阴,29℃,21℃,东营,东北风 1级,星期三
2019-09-04,阴,29℃,18℃,潍坊,东南风 1级,星期三
2019-09-04,阴,28℃,19℃,日照,西北风 2级,星期三
2019-09-04,多云,30℃,19℃,聊城,西南风 1级,星期三
2019-09-04,多云,29℃,18℃,德州,东北风 3级,星期三
2019-09-04,多云,29℃,18℃,济宁,西北风 1级,星期三
2019-09-04,晴,31℃,19℃,北京,西南风 3级,星期三
2019-09-04,阴,28℃,21℃,青岛,西北风 2级,星期三
2019-09-04,多云,29℃,19℃,枣庄,西北风 1级,星期三
2019-09-04,多云,30℃,19℃,泰安,西北风 1级,星期三
2019-09-04,多云,29℃,18℃,淄博,北风 微风,星期三
2019-09-05,多云,31℃,18℃,淄博,东北风 1级,星期四
2019-09-05,晴,31℃,19℃,德州,东北风 1级,星期四
2019-09-05,晴,29℃,23℃,青岛,东南风 3级,星期四
2019-09-05,多云,31℃,19℃,济南,东南风 2级,星期四
2019-09-05,多云,28℃,21℃,日照,东南风 1级,星期四
2019-09-05,晴,30℃,19℃,济宁,南风 微风,星期四
2019-09-05,多云,30℃,19℃,聊城,南风 微风,星期四
2019-09-05,晴,31℃,20℃,北京,西南风 2级,星期四
2019-09-05,多云,31℃,19℃,潍坊,东南风 1级,星期四
2019-09-05,多云,30℃,19℃,临沂,东南风 2级,星期四
2019-09-05,多云,30℃,17℃,泰安,西南风 1级,星期四
2019-09-05,阴,26℃,20℃,烟台,东北风 1级,星期四
2019-09-05,晴,31℃,20℃,菏泽,东南风 2级,星期四
2019-09-05,多云,31℃,19℃,枣庄,西南风 2级,星期四
2019-09-05,多云,31℃,20℃,东营,东南风 2级,星期四
2019-09-05,多云,27℃,21℃,威海,西南风 2级,星期四
2019-09-05,多云,31℃,20℃,滨州,东南风 1级,星期四
2019-09-06,多云,30℃,20℃,临沂,东南风 2级,星期五
2019-09-06,晴,31℃,20℃,菏泽,西北风 2级,星期五
2019-09-06,晴,31℃,21℃,东营,东北风 2级,星期五
2019-09-06,多云,31℃,21℃,潍坊,东北风 3级,星期五
2019-09-06,阴,27℃,23℃,青岛,东北风 3级,星期五
2019-09-06,晴,31℃,20℃,济宁,东北风 1级,星期五
2019-09-06,晴,31℃,21℃,滨州,东南风 2级,星期五
2019-09-06,晴,32℃,21℃,济南,东南风 1级,星期五
2019-09-06,多云,32℃,21℃,枣庄,东北风 1级,星期五
2019-09-06,晴,31℃,19℃,德州,北风 微风,星期五
2019-09-06,晴,31℃,18℃,泰安,东北风 2级,星期五
2019-09-06,阴,26℃,22℃,烟台,东北风 3级,星期五
2019-09-06,阴,27℃,22℃,威海,东北风 2级,星期五
2019-09-06,晴,31℃,18℃,淄博,东北风 2级,星期五
2019-09-06,晴,31℃,18℃,聊城,东北风 1级,星期五
2019-09-06,阴,27℃,22℃,日照,东北风 3级,星期五
2019-09-06,晴,32℃,20℃,北京,西南风 2级,星期五
2019-09-07,晴,32℃,21℃,德州,北风 微风,星期六
2019-09-07,晴,32℃,21℃,枣庄,东风 微风,星期六
2019-09-07,晴,31℃,21℃,滨州,西南风 2级,星期六
2019-09-07,阴,30℃,20℃,日照,东南风 1级,星期六
2019-09-07,晴,32℃,19℃,菏泽,南风 微风,星期六
2019-09-07,阴,30℃,21℃,东营,东南风 1级,星期六
2019-09-07,阴,24℃,20℃,烟台,西北风 2级,星期六
2019-09-07,晴,31℃,20℃,临沂,西北风 1级,星期六
2019-09-07,晴,32℃,20℃,聊城,北风 微风,星期六
2019-09-07,晴,31℃,22℃,济南,东南风 2级,星期六
2019-09-07,晴,30℃,20℃,淄博,西南风 1级,星期六
2019-09-07,晴,31℃,19℃,泰安,东南风 1级,星期六
2019-09-07,阴,30℃,20℃,潍坊,东南风 1级,星期六
2019-09-07,阴,24℃,21℃,威海,西北风 2级,星期六
2019-09-07,阴,28℃,23℃,青岛,北风 微风,星期六
2019-09-07,晴,31℃,21℃,济宁,东南风 1级,星期六
2019-09-07,晴,34℃,20℃,北京,西南风 3级,星期六
2019-09-08,晴,35℃,22℃,北京,西南风 3级,星期日
2019-09-08,晴,33℃,20℃,潍坊,东南风 2级,星期日
2019-09-08,晴,32℃,21℃,临沂,东南风 3级,星期日
2019-09-08,晴,33℃,22℃,东营,东南风 2级,星期日
2019-09-08,晴,32℃,19℃,泰安,东北风 1级,星期日
2019-09-08,晴,34℃,20℃,淄博,东南风 1级,星期日
2019-09-08,阴,30℃,22℃,日照,东北风 2级,星期日
2019-09-08,晴,28℃,22℃,青岛,东南风 2级,星期日
2019-09-08,晴,29℃,20℃,威海,西南风 3级,星期日
2019-09-08,晴,33℃,21℃,菏泽,东南风 2级,星期日
2019-09-08,晴,30℃,20℃,烟台,西南风 1级,星期日
2019-09-08,晴,33℃,20℃,聊城,东北风 微风,星期日
2019-09-08,晴,33℃,22℃,枣庄,东南风 2级,星期日
2019-09-08,晴,32℃,21℃,济宁,东北风 1级,星期日
2019-09-08,晴,33℃,22℃,滨州,东南风 2级,星期日
2019-09-08,晴,33℃,22℃,德州,东南风 1级,星期日
2019-09-08,晴,34℃,23℃,济南,东南风 2级,星期日
2019-09-09,雾,32℃,21℃,潍坊,东北风 1级,星期一
2019-09-09,多云,28℃,23℃,青岛,东北风 2级,星期一
2019-09-09,晴,33℃,21℃,济宁,西南风 1级,星期一
2019-09-09,晴,32℃,21℃,菏泽,西南风 1级,星期一
2019-09-09,阴,31℃,20℃,北京,东北风 2级,星期一
2019-09-09,晴,32℃,22℃,滨州,东南风 3级,星期一
2019-09-09,晴,30℃,22℃,威海,东北风 2级,星期一
2019-09-09,晴,33℃,23℃,德州,东北风 1级,星期一
2019-09-09,晴,33℃,20℃,泰安,东北风 2级,星期一
2019-09-09,晴,32℃,20℃,淄博,东北风 3级,星期一
2019-09-09,晴,31℃,22℃,枣庄,东南风 2级,星期一
2019-09-09,晴,27℃,23℃,烟台,东北风 1级,星期一
2019-09-09,晴,33℃,21℃,聊城,东南风 微风,星期一
2019-09-09,晴,34℃,22℃,济南,东南风 3级,星期一
2019-09-09,晴,30℃,21℃,临沂,东南风 2级,星期一
2019-09-09,多云,28℃,22℃,日照,东北风 2级,星期一
2019-09-09,晴,32℃,22℃,东营,东北风 4级,星期一
2019-09-10,阴,26℃,21℃,东营,东北风 3级,星期二
2019-09-10,多云,29℃,22℃,日照,东北风 2级,星期二
2019-09-10,多云,26℃,21℃,烟台,西北风 3级,星期二
2019-09-10,多云,32℃,23℃,枣庄,东南风 2级,星期二
2019-09-10,阴,27℃,20℃,淄博,东北风 2级,星期二
2019-09-10,多云,30℃,21℃,泰安,东北风 4级,星期二
2019-09-10,阴,27℃,21℃,德州,东南风 3级,星期二
2019-09-10,多云,27℃,21℃,威海,西北风 3级,星期二
2019-09-10,阴,28℃,22℃,聊城,东北风 3级,星期二
2019-09-10,多云,28℃,22℃,菏泽,西北风 2级,星期二
2019-09-10,多云,30℃,24℃,济宁,西北风 1级,星期二
2019-09-10,阴,26℃,20℃,滨州,东北风 3级,星期二
2019-09-10,多云,30℃,22℃,青岛,东北风 3级,星期二
2019-09-10,阴,29℃,20℃,潍坊,东北风 3级,星期二
2019-09-10,阴,21℃,18℃,北京,东北风 1级,星期二
2019-09-10,多云,27℃,21℃,济南,东北风 3级,星期二
2019-09-10,多云,30℃,22℃,临沂,东北风 3级,星期二
2019-09-11,阴,21℃,19℃,菏泽,东北风 3级,星期三
2019-09-11,阴,21℃,19℃,聊城,西北风 1级,星期三
2019-09-11,阴,25℃,20℃,潍坊,西北风 2级,星期三
2019-09-11,多云,26℃,21℃,威海,西北风 2级,星期三
2019-09-11,阴,22℃,19℃,济南,东南风 1级,星期三
2019-09-11,阴,23℃,20℃,泰安,东北风 3级,星期三
2019-09-11,阴,22℃,19℃,德州,东北风 1级,星期三
2019-09-11,阴,27℃,20℃,临沂,东北风 3级,星期三
2019-09-11,阴,24℃,19℃,淄博,东北风 1级,星期三
2019-09-11,阴,23℃,18℃,北京,西南风 1级,星期三
2019-09-11,阴,24℃,21℃,济宁,东北风 2级,星期三
2019-09-11,阴,24℃,20℃,滨州,东南风 1级,星期三
2019-09-11,阴,25℃,20℃,东营,东北风 2级,星期三
2019-09-11,阴,28℃,22℃,枣庄,东南风 3级,星期三
2019-09-11,阴,30℃,21℃,日照,东北风 4级,星期三
2019-09-11,多云,28℃,22℃,青岛,西北风 3级,星期三
2019-09-11,多云,24℃,21℃,烟台,东北风 2级,星期三
2019-09-12,阴,21℃,19℃,济南,东南风 1级,星期四
2019-09-12,多云,26℃,20℃,威海,东北风 1级,星期四
2019-09-12,阴,25℃,22℃,东营,东风 1级,星期四
2019-09-12,阴,22℃,21℃,淄博,西北风 1级,星期四
2019-09-12,阴,25℃,20℃,烟台,东南风 1级,星期四
2019-09-12,阴,19℃,19℃,德州,西北风 1级,星期四
2019-09-12,阴,23℃,20℃,滨州,西北风 1级,星期四
2019-09-12,阴,27℃,21℃,日照,东南风 1级,星期四
2019-09-12,阴,22℃,20℃,泰安,东北风 2级,星期四
2019-09-12,阴,27℃,22℃,枣庄,东南风 3级,星期四
2019-09-12,阴,27℃,22℃,潍坊,东南风 1级,星期四
2019-09-12,阴,25℃,18℃,临沂,东南风 2级,星期四
2019-09-12,阴,22℃,18℃,北京,东南风 2级,星期四
2019-09-12,多云,29℃,22℃,青岛,东南风 3级,星期四
2019-09-12,阴,25℃,23℃,济宁,东北风 1级,星期四
2019-09-12,阴,21℃,20℃,聊城,西北风 1级,星期四
2019-09-12,阴,22℃,19℃,菏泽,东北风 2级,星期四
2019-09-13,阴,26℃,20℃,潍坊,西北风 2级,星期五
2019-09-13,阴,25℃,19℃,德州,西北风 1级,星期五
2019-09-13,多云,30℃,22℃,临沂,东北风 3级,星期五
2019-09-13,多云,28℃,21℃,日照,东北风 5级,星期五
2019-09-13,阴,24℃,19℃,菏泽,西北风 2级,星期五
2019-09-13,阴,24℃,19℃,淄博,东南风 1级,星期五
2019-09-13,阴,23℃,18℃,泰安,东南风 3级,星期五
2019-09-13,多云,29℃,23℃,枣庄,东北风 2级,星期五
2019-09-13,多云,26℃,20℃,威海,西北风 2级,星期五
2019-09-13,阴,27℃,21℃,烟台,西北风 2级,星期五
2019-09-13,阴,23℃,18℃,聊城,东北风 2级,星期五
2019-09-13,阴,24℃,20℃,东营,西北风 1级,星期五
2019-09-13,阴,27℃,17℃,北京,东南风 1级,星期五
2019-09-13,阴,24℃,19℃,济南,东南风 1级,星期五
2019-09-13,阴,24℃,20℃,济宁,西北风 2级,星期五
2019-09-13,阴,23℃,20℃,滨州,西北风 3级,星期五
2019-09-13,多云,27℃,21℃,青岛,西北风 3级,星期五
2019-09-14,多云,27℃,18℃,淄博,东南风 微风,星期六
2019-09-14,多云,29℃,21℃,青岛,东北风 4级,星期六
2019-09-14,多云,25℃,21℃,烟台,西北风 2级,星期六
2019-09-14,多云,27℃,21℃,济宁,东北风 1级,星期六
2019-09-14,阴,27℃,19℃,潍坊,西北风 2级,星期六
2019-09-14,多云,28℃,19℃,东营,东南风 2级,星期六
2019-09-14,晴,29℃,17℃,北京,南风 1级,星期六
2019-09-14,晴,31℃,22℃,枣庄,东南风 3级,星期六
2019-09-14,多云,27℃,19℃,济南,东南风 2级,星期六
2019-09-14,多云,26℃,21℃,威海,西北风 4级,星期六
2019-09-14,多云,25℃,18℃,聊城,北风 微风,星期六
2019-09-14,阴,29℃,20℃,日照,东北风 3级,星期六
2019-09-14,多云,28℃,20℃,德州,东北风 1级,星期六
2019-09-14,多云,26℃,19℃,泰安,东北风 1级,星期六
2019-09-14,多云,29℃,20℃,临沂,东北风 4级,星期六
2019-09-14,多云,27℃,20℃,菏泽,西北风 1级,星期六
2019-09-14,多云,27℃,19℃,滨州,南风 微风,星期六
2019-09-15,阴,22℃,17℃,济宁,西北风 2级,星期日
2019-09-15,阴,28℃,18℃,潍坊,东南风 1级,星期日
2019-09-15,阴,24℃,20℃,临沂,西北风 3级,星期日
2019-09-15,阴,18℃,16℃,菏泽,南风 微风,星期日
2019-09-15,多云,26℃,20℃,威海,西北风 3级,星期日
2019-09-15,多云,26℃,15℃,德州,西南风 1级,星期日
2019-09-15,阴,25℃,17℃,济南,西南风 1级,星期日
2019-09-15,多云,25℃,20℃,烟台,西南风 2级,星期日
2019-09-15,阴,27℃,17℃,淄博,西南风 2级,星期日
2019-09-15,阴,27℃,17℃,滨州,西南风 1级,星期日
2019-09-15,多云,25℃,21℃,日照,西北风 3级,星期日
2019-09-15,多云,26℃,17℃,北京,西南风 1级,星期日
2019-09-15,阴,25℃,21℃,青岛,西北风 2级,星期日
2019-09-15,阴,26℃,20℃,枣庄,东北风 3级,星期日
2019-09-15,阴,27℃,18℃,东营,西南风 2级,星期日
2019-09-15,多云,23℃,16℃,聊城,东南风 微风,星期日
2019-09-15,阴,25℃,16℃,泰安,西南风 3级,星期日
2019-09-16,多云,26℃,19℃,菏泽,西北风 2级,星期一
2019-09-16,晴,26℃,18℃,济南,东北风 3级,星期一
2019-09-16,多云,27℃,17℃,滨州,东北风 1级,星期一
2019-09-16,多云,29℃,19℃,青岛,西北风 3级,星期一
2019-09-16,晴,26℃,16℃,北京,西南风 3级,星期一
2019-09-16,多云,27℃,19℃,威海,西北风 3级,星期一
2019-09-16,多云,28℃,20℃,日照,东南风 1级,星期一
2019-09-16,多云,28℃,19℃,临沂,东北风 3级,星期一
2019-09-16,晴,25℃,18℃,东营,东北风 2级,星期一
2019-09-16,多云,26℃,17℃,潍坊,东北风 2级,星期一
2019-09-16,晴,27℃,17℃,德州,东南风 1级,星期一
2019-09-16,多云,26℃,16℃,淄博,东北风 3级,星期一
2019-09-16,多云,27℃,18℃,济宁,西北风 1级,星期一
2019-09-16,雾,26℃,17℃,聊城,东北风 2级,星期一
2019-09-16,阴,27℃,20℃,枣庄,西北风 2级,星期一
2019-09-16,多云,24℃,19℃,烟台,东北风 4级,星期一
2019-09-16,多云,28℃,17℃,泰安,东北风 3级,星期一
2019-09-17,阴,25℃,17℃,临沂,西南风 1级,星期二
2019-09-17,阴,24℃,18℃,枣庄,东南风 1级,星期二
2019-09-17,多云,25℃,14℃,聊城,南风 微风,星期二
2019-09-17,阴,25℃,16℃,济宁,西北风 2级,星期二
2019-09-17,阴,24℃,14℃,菏泽,西北风 2级,星期二
2019-09-17,多云,25℃,17℃,德州,西北风 2级,星期二
2019-09-17,阴,25℃,16℃,济南,西南风 2级,星期二
2019-09-17,多云,25℃,18℃,烟台,西北风 1级,星期二
2019-09-17,阴,25℃,15℃,泰安,西南风 2级,星期二
2019-09-17,多云,27℃,19℃,日照,西南风 2级,星期二
2019-09-17,多云,27℃,20℃,青岛,西北风 3级,星期二
2019-09-17,阴,26℃,15℃,北京,西南风 1级,星期二
2019-09-17,阴,27℃,17℃,东营,西风 2级,星期二
2019-09-17,阴,26℃,15℃,淄博,西南风 1级,星期二
2019-09-17,阴,25℃,17℃,滨州,西北风 2级,星期二
2019-09-17,阴,27℃,15℃,潍坊,北风 微风,星期二
2019-09-17,多云,26℃,19℃,威海,西南风 1级,星期二
2019-09-18,晴,28℃,14℃,枣庄,东北风 2级,星期三
2019-09-18,晴,24℃,13℃,东营,东北风 1级,星期三
2019-09-18,多云,20℃,18℃,威海,西北风 4级,星期三
2019-09-18,晴,26℃,15℃,青岛,东北风 4级,星期三
2019-09-18,晴,23℃,12℃,潍坊,东北风 2级,星期三
2019-09-18,晴,27℃,13℃,临沂,东北风 3级,星期三
2019-09-18,晴,26℃,13℃,聊城,东北风 微风,星期三
2019-09-18,晴,28℃,16℃,菏泽,东北风 3级,星期三
2019-09-18,晴,25℃,15℃,济南,东南风 2级,星期三
2019-09-18,晴,26℃,15℃,日照,东北风 4级,星期三
2019-09-18,晴,25℃,14℃,北京,东南风 2级,星期三
2019-09-18,晴,26℃,12℃,泰安,东南风 2级,星期三
2019-09-18,多云,24℃,13℃,滨州,东南风 2级,星期三
2019-09-18,晴,24℃,13℃,德州,东南风 1级,星期三
2019-09-18,晴,24℃,11℃,淄博,东北风 3级,星期三
2019-09-18,晴,20℃,17℃,烟台,东北风 4级,星期三
2019-09-18,晴,28℃,15℃,济宁,东南风 2级,星期三
2019-09-19,多云,23℃,16℃,潍坊,东南风 微风,星期四
2019-09-19,阴,22℃,16℃,滨州,东南风 2级,星期四
2019-09-19,阴,23℃,17℃,枣庄,西北风 2级,星期四
2019-09-19,阴,22℃,16℃,济南,东北风 1级,星期四
2019-09-19,阴,24℃,17℃,临沂,东南风 1级,星期四
2019-09-19,阴,21℃,17℃,济宁,东北风 1级,星期四
2019-09-19,阴,23℃,19℃,日照,东北风 1级,星期四
2019-09-19,多云,23℃,16℃,东营,东南风 2级,星期四
2019-09-19,阴,21℃,17℃,菏泽,东南风 1级,星期四
2019-09-19,阴,23℃,16℃,淄博,西南风 1级,星期四
2019-09-19,晴,22℃,17℃,烟台,西南风 1级,星期四
2019-09-19,多云,21℃,16℃,泰安,南风 微风,星期四
2019-09-19,阴,24℃,16℃,北京,西南风 2级,星期四
2019-09-19,多云,23℃,16℃,德州,东南风 1级,星期四
2019-09-19,晴,24℃,17℃,威海,西北风 1级,星期四
2019-09-19,阴,23℃,19℃,青岛,西南风 2级,星期四
2019-09-19,阴,21℃,16℃,聊城,东北风 1级,星期四
2019-09-20,阴,26℃,16℃,潍坊,东北风 1级,星期五
2019-09-20,多云,27℃,16℃,北京,东南风 1级,星期五
2019-09-20,多云,21℃,15℃,聊城,南风 微风,星期五
2019-09-20,阴,24℃,16℃,济南,东北风 2级,星期五
2019-09-20,阴,23℃,16℃,菏泽,东北风 2级,星期五
2019-09-20,阴,23℃,16℃,泰安,西南风 1级,星期五
2019-09-20,阴,22℃,15℃,滨州,北风 微风,星期五
2019-09-20,多云,22℃,16℃,德州,东南风 1级,星期五
2019-09-20,阴,26℃,17℃,临沂,东北风 2级,星期五
2019-09-20,阴,22℃,20℃,烟台,西南风 1级,星期五
2019-09-20,阴,25℃,18℃,济宁,西北风 1级,星期五
2019-09-20,阴,23℃,16℃,东营,东南风 1级,星期五
2019-09-20,阴,24℃,20℃,威海,东北风 2级,星期五
2019-09-20,阴,26℃,18℃,日照,东北风 2级,星期五
2019-09-20,阴,25℃,16℃,淄博,东南风 微风,星期五
2019-09-20,阴,28℃,17℃,枣庄,西北风 2级,星期五
2019-09-20,阴,25℃,20℃,青岛,西北风 1级,星期五
2019-09-21,多云,29℃,16℃,济宁,西北风 3级,星期六
2019-09-21,多云,23℃,19℃,烟台,东北风 2级,星期六
2019-09-21,多云,27℃,16℃,滨州,东北风 2级,星期六
2019-09-21,多云,29℃,13℃,泰安,东北风 3级,星期六
2019-09-21,多云,27℃,16℃,德州,东南风 2级,星期六
2019-09-21,多云,27℃,15℃,淄博,东北风 1级,星期六
2019-09-21,多云,27℃,14℃,聊城,东南风 1级,星期六
2019-09-21,多云,27℃,18℃,潍坊,西北风 2级,星期六
2019-09-21,阴,27℃,20℃,青岛,东北风 2级,星期六
2019-09-21,多云,25℃,18℃,东营,东北风 3级,星期六
2019-09-21,多云,26℃,20℃,威海,西北风 1级,星期六
2019-09-21,多云,26℃,19℃,日照,东北风 3级,星期六
2019-09-21,多云,28℃,15℃,菏泽,东北风 3级,星期六
2019-09-21,多云,27℃,18℃,临沂,东北风 2级,星期六
2019-09-21,多云,30℃,18℃,枣庄,东南风 1级,星期六
2019-09-21,多云,27℃,16℃,北京,东南风 3级,星期六
2019-09-21,多云,26℃,16℃,济南,东北风 2级,星期六
2019-09-22,雾,27℃,15℃,德州,东南风 1级,星期日
2019-09-22,多云,23℃,19℃,威海,西北风 3级,星期日
2019-09-22,晴,27℃,13℃,聊城,北风 微风,星期日
2019-09-22,晴,26℃,12℃,淄博,北风 微风,星期日
2019-09-22,晴,26℃,17℃,青岛,西北风 4级,星期日
2019-09-22,晴,26℃,14℃,滨州,东北风 1级,星期日
2019-09-22,多云,27℃,16℃,日照,东北风 5级,星期日
2019-09-22,晴,25℃,15℃,东营,西北风 1级,星期日
2019-09-22,晴,28℃,14℃,菏泽,东北风 2级,星期日
2019-09-22,晴,27℃,12℃,泰安,东北风 2级,星期日
2019-09-22,晴,26℃,15℃,济南,东北风 2级,星期日
2019-09-22,多云,27℃,16℃,北京,西南风 2级,星期日
2019-09-22,晴,29℃,14℃,济宁,西南风 1级,星期日
2019-09-22,晴,30℃,15℃,枣庄,东北风 3级,星期日
2019-09-22,晴,22℃,18℃,烟台,东北风 3级,星期日
2019-09-22,晴,24℃,15℃,潍坊,西北风 2级,星期日
2019-09-22,晴,27℃,14℃,临沂,东北风 3级,星期日
2019-09-23,晴,30℃,16℃,枣庄,西北风 1级,星期一
2019-09-23,晴,28℃,16℃,淄博,东南风 1级,星期一
2019-09-23,晴,28℃,16℃,滨州,东南风 1级,星期一
2019-09-23,晴,24℃,15℃,烟台,西北风 1级,星期一
2019-09-23,晴,30℃,14℃,泰安,东南风 1级,星期一
2019-09-23,晴,31℃,18℃,北京,西南风 2级,星期一
2019-09-23,晴,30℃,15℃,德州,东北风 1级,星期一
2019-09-23,晴,30℃,16℃,菏泽,西北风 1级,星期一
2019-09-23,晴,24℃,17℃,威海,西北风 3级,星期一
2019-09-23,晴,27℃,17℃,青岛,西北风 3级,星期一
2019-09-23,晴,29℃,14℃,聊城,南风 微风,星期一
2019-09-23,晴,28℃,16℃,东营,南风 1级,星期一
2019-09-23,晴,28℃,17℃,日照,西北风 1级,星期一
2019-09-23,晴,28℃,15℃,临沂,东北风 2级,星期一
2019-09-23,晴,29℃,17℃,济南,东南风 2级,星期一
2019-09-23,晴,30℃,17℃,济宁,东南风 微风,星期一
2019-09-23,晴,28℃,16℃,潍坊,北风 微风,星期一
2019-09-24,晴,29℃,18℃,威海,西南风 1级,星期二
2019-09-24,晴,30℃,19℃,青岛,东南风 2级,星期二
2019-09-24,晴,31℃,16℃,淄博,东北风 2级,星期二
2019-09-24,多云,31℃,18℃,临沂,西北风 3级,星期二
2019-09-24,晴,31℃,17℃,济南,东南风 2级,星期二
2019-09-24,晴,32℃,17℃,德州,东北风 微风,星期二
2019-09-24,晴,31℃,15℃,聊城,南风 微风,星期二
2019-09-24,晴,30℃,18℃,枣庄,东南风 1级,星期二
2019-09-24,晴,32℃,16℃,菏泽,北风 微风,星期二
2019-09-24,晴,30℃,15℃,泰安,西南风 1级,星期二
2019-09-24,晴,26℃,17℃,烟台,西北风 1级,星期二
2019-09-24,晴,31℃,15℃,北京,西南风 2级,星期二
2019-09-24,晴,31℃,16℃,滨州,东南风 2级,星期二
2019-09-24,晴,29℃,19℃,日照,东北风 2级,星期二
2019-09-24,晴,30℃,15℃,东营,东北风 2级,星期二
2019-09-24,晴,30℃,17℃,济宁,东南风 1级,星期二
2019-09-24,晴,31℃,18℃,潍坊,东北风 2级,星期二
2019-09-25,阴,31℃,17℃,菏泽,东北风 1级,星期三
2019-09-25,阴,24℃,17℃,烟台,东南风 1级,星期三
2019-09-25,晴,29℃,15℃,北京,西南风 2级,星期三
2019-09-25,阴,31℃,18℃,济宁,西北风 1级,星期三
2019-09-25,阴,31℃,17℃,枣庄,东北风 1级,星期三
2019-09-25,雾,27℃,19℃,青岛,东南风 3级,星期三
2019-09-25,晴,28℃,16℃,东营,东南风 2级,星期三
2019-09-25,阴,25℃,18℃,日照,东南风 2级,星期三
2019-09-25,阴,29℃,14℃,滨州,东南风 1级,星期三
2019-09-25,阴,31℃,17℃,济南,东南风 2级,星期三
2019-09-25,阴,31℃,15℃,聊城,南风 微风,星期三
2019-09-25,阴,30℃,15℃,泰安,东北风 2级,星期三
2019-09-25,雾,29℃,12℃,淄博,东北风 2级,星期三
2019-09-25,阴,29℃,15℃,临沂,东南风 3级,星期三
2019-09-25,阴,27℃,17℃,威海,东南风 1级,星期三
2019-09-25,雾,28℃,14℃,潍坊,东北风 2级,星期三
2019-09-25,雾,30℃,15℃,德州,东北风 1级,星期三
2019-09-26,多云,27℃,18℃,威海,西南风 1级,星期四
2019-09-26,晴,24℃,19℃,青岛,东南风 3级,星期四
2019-09-26,晴,28℃,15℃,东营,东北风 2级,星期四
2019-09-26,晴,30℃,17℃,济宁,东北风 1级,星期四
2019-09-26,晴,29℃,16℃,潍坊,东南风 2级,星期四
2019-09-26,晴,29℃,15℃,北京,南风 1级,星期四
2019-09-26,多云,25℃,18℃,日照,东南风 1级,星期四
2019-09-26,多云,30℃,16℃,德州,东南风 1级,星期四
2019-09-26,晴,29℃,15℃,滨州,东南风 1级,星期四
2019-09-26,晴,29℃,18℃,济南,东南风 2级,星期四
2019-09-26,多云,29℃,17℃,枣庄,东南风 2级,星期四
2019-09-26,多云,24℃,16℃,烟台,东南风 2级,星期四
2019-09-26,多云,27℃,16℃,临沂,东南风 3级,星期四
2019-09-26,多云,30℃,15℃,泰安,东南风 1级,星期四
2019-09-26,多云,30℃,16℃,聊城,北风 微风,星期四
2019-09-26,晴,29℃,17℃,淄博,东北风 1级,星期四
2019-09-26,阴,31℃,17℃,菏泽,东南风 2级,星期四
2019-09-27,晴,24℃,19℃,青岛,东南风 2级,星期五
2019-09-27,晴,29℃,17℃,东营,东南风 1级,星期五
2019-09-27,多云,29℃,15℃,泰安,东南风 1级,星期五
2019-09-27,晴,29℃,18℃,济宁,东南风 1级,星期五
2019-09-27,晴,29℃,17℃,潍坊,东南风 2级,星期五
2019-09-27,多云,30℃,17℃,淄博,北风 微风,星期五
2019-09-27,多云,26℃,17℃,威海,西南风 1级,星期五
2019-09-27,多云,30℃,17℃,菏泽,东南风 2级,星期五
2019-09-27,晴,28℃,17℃,枣庄,东南风 1级,星期五
2019-09-27,晴,27℃,16℃,北京,西南风 1级,星期五
2019-09-27,晴,29℃,17℃,德州,东北风 1级,星期五
2019-09-27,多云,28℃,17℃,临沂,东南风 2级,星期五
2019-09-27,晴,24℃,17℃,烟台,东南风 1级,星期五
2019-09-27,多云,29℃,17℃,聊城,东南风 微风,星期五
2019-09-27,多云,29℃,16℃,滨州,东北风 1级,星期五
2019-09-27,晴,25℃,18℃,日照,东南风 1级,星期五
2019-09-27,晴,29℃,19℃,济南,东南风 3级,星期五
2019-09-28,晴,29℃,17℃,临沂,西南风 2级,星期六
2019-09-28,多云,29℃,16℃,泰安,东南风 1级,星期六
2019-09-28,晴,25℃,20℃,青岛,西南风 2级,星期六
2019-09-28,晴,30℃,18℃,淄博,西南风 1级,星期六
2019-09-28,晴,29℃,20℃,济南,东南风 2级,星期六
2019-09-28,晴,30℃,20℃,德州,东南风 1级,星期六
2019-09-28,晴,26℃,18℃,日照,南风 微风,星期六
2019-09-28,晴,30℃,17℃,聊城,东南风 1级,星期六
2019-09-28,多云,30℃,18℃,潍坊,西南风 1级,星期六
2019-09-28,晴,30℃,18℃,滨州,东南风 1级,星期六
2019-09-28,晴,30℃,19℃,东营,东南风 微风,星期六
2019-09-28,晴,30℃,17℃,枣庄,东南风 1级,星期六
